Session: 1,User: kim-touchpad,Interval: 1second,-23566,-23947,-23829,-21217,-32768,-23466,-32768,-23836,-32768,-24464,-23228,-25016,-32768,-24039,-23946,-32768,-32768,-32768,-24057,-23830,-23654,-32768,-32768,-32768,-23842,-23884,-23882,-23772
Session: 2,User: kim-touchpad,Interval: 1second,32767,32767,32767,32767,-32768,-32768,32767,32767,-32768,-32768,32767,32767,32767,-32768,32767,32767,32767,-32768,-32768,-32768,-32768,32767,32767,32767,-32768,-32768,32767,32767,-32768,-32768,-32768,32767,32767,32767
Session: 3,User: kim-touchpad,Interval: 1second,32767,32767,-32768,32767,32767,-32768,32767,32767,-32768,-32768,32767,32767,32767
